,File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
489230,oa_package/f1/6b/PMC3396851.tar.gz,Neuropsychologia. 2012 Jul; 50(8):1954-1960,PMC3396851,2016-03-03 09:20:12,22579968.0,CC BY
489232,oa_package/7b/da/PMC3396853.tar.gz,Neuropharmacology. 2012 Sep; 63(4):701-709,PMC3396853,2016-03-03 09:20:05,22652057.0,CC BY
489234,oa_package/2b/87/PMC3396855.tar.gz,Pan Afr Med J. 2012 May 3; 12:1,PMC3396855,2012-07-25 21:12:35,22826726.0,CC BY
489235,oa_package/09/79/PMC3396856.tar.gz,Pan Afr Med J. 2012 May 22; 12:10,PMC3396856,2012-07-25 21:14:26,22826734.0,CC BY
489236,oa_package/21/bf/PMC3396857.tar.gz,Pan Afr Med J. 2012 May 22; 12:11,PMC3396857,2012-07-25 21:15:36,22826735.0,CC BY
489237,oa_package/54/16/PMC3396858.tar.gz,Pan Afr Med J. 2012 May 22; 12:12,PMC3396858,2012-07-25 21:15:36,22826736.0,CC BY
489238,oa_package/64/84/PMC3396859.tar.gz,Pan Afr Med J. 2012 May 23; 12:13,PMC3396859,2013-01-16 11:16:07,22826737.0,CC BY
489239,oa_package/61/39/PMC3396860.tar.gz,Pan Afr Med J. 2012 May 25; 12:14,PMC3396860,2013-01-16 11:16:07,22826738.0,CC BY
489240,oa_package/08/7a/PMC3396861.tar.gz,Pan Afr Med J. 2012 May 30; 12:15,PMC3396861,2012-07-25 21:12:29,22826739.0,CC BY
489241,oa_package/76/ce/PMC3396862.tar.gz,Pan Afr Med J. 2012 Jun 1; 12:16,PMC3396862,2012-07-25 21:14:02,22826740.0,CC BY
489242,oa_package/c7/2f/PMC3396863.tar.gz,Pan Afr Med J. 2012 Jun 1; 12:17,PMC3396863,2015-03-04 11:34:09,22826741.0,CC BY
489243,oa_package/26/0e/PMC3396864.tar.gz,Pan Afr Med J. 2012 Jun 1; 12:18,PMC3396864,2012-07-25 21:14:16,22826742.0,CC BY
489244,oa_package/dc/13/PMC3396865.tar.gz,Pan Afr Med J. 2012 Jun 1; 12:19,PMC3396865,2012-07-25 21:13:06,22826743.0,CC BY
489245,oa_package/c1/04/PMC3396866.tar.gz,Pan Afr Med J. 2012 May 3; 12:2,PMC3396866,2012-07-25 21:14:52,22826727.0,CC BY
489246,oa_package/63/20/PMC3396867.tar.gz,Pan Afr Med J. 2012 Jun 4; 12:20,PMC3396867,2013-01-16 11:16:07,22826744.0,CC BY
489247,oa_package/d3/b3/PMC3396868.tar.gz,Pan Afr Med J. 2012 Jun 4; 12:21,PMC3396868,2013-01-16 11:16:07,22826745.0,CC BY
489248,oa_package/72/16/PMC3396869.tar.gz,Pan Afr Med J. 2012 May 4; 12:3,PMC3396869,2013-01-16 11:16:07,22826728.0,CC BY
489249,oa_package/93/03/PMC3396870.tar.gz,Pan Afr Med J. 2012 May 4; 12:4,PMC3396870,2013-01-16 11:16:07,22826729.0,CC BY
489250,oa_package/31/08/PMC3396871.tar.gz,Pan Afr Med J. 2012 May 6; 12:5,PMC3396871,2013-01-16 11:16:07,22826730.0,CC BY
489251,oa_package/b3/8e/PMC3396872.tar.gz,Pan Afr Med J. 2012 May 12; 12:6,PMC3396872,2012-07-25 21:15:03,22826731.0,CC BY
489252,oa_package/07/83/PMC3396873.tar.gz,Pan Afr Med J. 2012 May 12; 12:7,PMC3396873,2013-01-16 11:16:07,22826732.0,CC BY
489254,oa_package/09/02/PMC3396875.tar.gz,Pan Afr Med J. 2012 May 13; 12:9,PMC3396875,2013-01-16 11:16:07,22826733.0,CC BY
489255,oa_package/71/5e/PMC3396889.tar.gz,Proc Biol Sci. 2012 Sep 7; 279(1742):3393-3400,PMC3396889,2013-03-28 10:30:07,22696522.0,CC BY
489256,oa_package/05/04/PMC3396895.tar.gz,Proc Biol Sci. 2012 Sep 7; 279(1742):3510-3519,PMC3396895,2014-02-09 21:30:33,22673356.0,CC BY
489257,oa_package/0c/c1/PMC3396906.tar.gz,Proc Biol Sci. 2012 Sep 7; 279(1742):3476-3481,PMC3396906,2013-03-28 10:30:07,22648159.0,CC BY
489258,oa_package/ee/a3/PMC3396907.tar.gz,Proc Biol Sci. 2012 Sep 7; 279(1742):3457-3466,PMC3396907,2013-01-16 11:16:07,22696525.0,CC BY
489259,oa_package/d4/fd/PMC3396908.tar.gz,Proc Biol Sci. 2012 Sep 7; 279(1742):3556-3564,PMC3396908,2015-12-17 17:11:12,22673357.0,CC BY
489260,oa_package/78/fa/PMC3396909.tar.gz,Proc Biol Sci. 2012 Sep 7; 279(1742):3409-3417,PMC3396909,2013-01-16 11:16:07,22673359.0,CC BY
489261,oa_package/81/45/PMC3396911.tar.gz,Proc Biol Sci. 2012 Sep 7; 279(1742):3436-3442,PMC3396911,2014-02-09 21:30:48,22696528.0,CC BY
489262,oa_package/ac/26/PMC3396913.tar.gz,Proc Biol Sci. 2012 Sep 7; 279(1742):3584-3588,PMC3396913,2013-01-16 11:16:07,22648154.0,CC BY
489264,oa_package/5a/d9/PMC3397125.tar.gz,Arch Gynecol Obstet. 2012 Aug 23; 286(2):389-393,PMC3397125,2013-01-16 11:16:07,22441658.0,NO-CC CODE
489266,oa_package/06/c9/PMC3397128.tar.gz,J Thromb Thrombolysis. 2012 Aug 29; 34(2):214-221,PMC3397128,2012-07-19 20:21:00,22457161.0,NO-CC CODE
489267,oa_package/55/ea/PMC3397129.tar.gz,Theor Appl Genet. 2012 Aug 12; 125(3):591-607,PMC3397129,2014-02-09 21:30:49,22526522.0,NO-CC CODE
489268,oa_package/8a/10/PMC3397130.tar.gz,Theor Appl Genet. 2012 Aug 18; 125(3):449-454,PMC3397130,2014-02-08 08:25:16,22426777.0,NO-CC CODE
489270,oa_package/35/ff/PMC3397132.tar.gz,J Comput Aided Mol Des. 2012 Jun 8; 26(6):775-786,PMC3397132,2014-10-27 13:50:49,22566074.0,NO-CC CODE
489272,oa_package/3e/50/PMC3397134.tar.gz,Theor Appl Genet. 2012 Mar 25; 125(3):551-559,PMC3397134,2014-08-28 22:05:23,22446930.0,NO-CC CODE
489273,oa_package/47/72/PMC3397135.tar.gz,Theor Appl Genet. 2012 Aug 5; 125(3):577-590,PMC3397135,2013-03-28 10:30:14,22476875.0,NO-CC CODE
489276,oa_package/85/8c/PMC3397138.tar.gz,Arch Gynecol Obstet. 2012 Aug 4; 286(2):357-363,PMC3397138,2013-01-16 11:16:07,22476378.0,NO-CC CODE
489279,oa_package/d4/ca/PMC3397160.tar.gz,Exp Diabetes Res. 2012 Jul 1; 2012:168368,PMC3397160,2017-05-31 22:37:18,22811698.0,CC BY
489288,oa_package/b7/94/PMC3397209.tar.gz,Neural Plast. 2012 Jul 3; 2012:203536,PMC3397209,2017-06-27 12:00:49,22811938.0,CC BY
489291,oa_package/34/84/PMC3397213.tar.gz,Breast Cancer Res Treat. 2012 Jul 24; 134(1):13-20,PMC3397213,2013-03-28 10:30:16,22198412.0,NO-CC CODE
489296,oa_package/45/7b/PMC3397218.tar.gz,Eur J Nutr. 2012 Aug 18; 51(5):549-556,PMC3397218,2013-03-28 10:30:17,21850495.0,NO-CC CODE
489297,oa_package/dc/6c/PMC3397219.tar.gz,Breast Cancer Res Treat. 2012 Jul 2; 134(1):219-227,PMC3397219,2013-03-28 10:30:17,22297469.0,NO-CC CODE
489298,oa_package/1c/b5/PMC3397220.tar.gz,J Fluoresc. 2012 Jul 28; 22(4):1021-1032,PMC3397220,2013-01-16 14:04:31,22450725.0,NO-CC CODE
489299,oa_package/30/51/PMC3397221.tar.gz,Breast Cancer Res Treat. 2012 Jul 31; 134(1):199-205,PMC3397221,2012-07-23 20:21:10,22290080.0,NO-CC CODE
489302,oa_package/ef/77/PMC3397224.tar.gz,Breast Cancer Res Treat. 2012 Jul 21; 134(1):253-258,PMC3397224,2013-03-28 10:30:17,22434527.0,NO-CC CODE
489304,oa_package/4b/cc/PMC3397226.tar.gz,Eur J Nutr. 2012 Aug 24; 51(5):563-572,PMC3397226,2013-01-16 11:16:07,21863241.0,NO-CC CODE
489305,oa_package/47/0b/PMC3397227.tar.gz,Neurol Sci. 2012 Aug 3; 33(4):825-829,PMC3397227,2013-01-16 11:16:07,22048794.0,NO-CC CODE
489306,oa_package/6c/8b/PMC3397228.tar.gz,Eur J Nutr. 2012 Aug 15; 51(5):513-528,PMC3397228,2013-03-28 10:30:17,22584415.0,NO-CC CODE
489308,oa_package/6d/e4/PMC3397230.tar.gz,Breast Cancer Res Treat. 2012 Jul 22; 134(1):171-180,PMC3397230,2013-01-16 11:16:07,22270930.0,NO-CC CODE
489310,oa_package/30/04/PMC3397232.tar.gz,Inflammation. 2012 Aug 26; 35(4):1294-1301,PMC3397232,2013-01-16 11:16:07,22367599.0,NO-CC CODE
489311,oa_package/50/22/PMC3397233.tar.gz,Breast Cancer Res Treat. 2012 Jul 28; 134(1):267-276,PMC3397233,2012-07-23 20:21:10,22453754.0,NO-CC CODE
489312,oa_package/8c/3b/PMC3397234.tar.gz,Inflammation. 2012 Aug 26; 35(4):1518-1524,PMC3397234,2013-03-28 10:30:17,22535495.0,NO-CC CODE
489313,oa_package/35/59/PMC3397235.tar.gz,Inflammation. 2012 Aug 4; 35(4):1567-1584,PMC3397235,2013-03-28 10:30:18,22556042.0,NO-CC CODE
489337,oa_package/fb/f6/PMC3397344.tar.gz,Nutrients. 2012 May 29; 4(6):425-435,PMC3397344,2012-12-21 08:05:39,22822444.0,CC BY
489338,oa_package/eb/93/PMC3397345.tar.gz,Nutrients. 2012 May 31; 4(6):436-448,PMC3397345,2013-03-28 10:30:20,22822445.0,CC BY
489339,oa_package/f9/bb/PMC3397346.tar.gz,Nutrients. 2012 Jun 6; 4(6):449-466,PMC3397346,2013-03-28 10:30:20,22822446.0,CC BY
489340,oa_package/41/a9/PMC3397347.tar.gz,Nutrients. 2012 Jun 6; 4(6):467-490,PMC3397347,2013-01-16 11:16:07,22822447.0,CC BY
489341,oa_package/3f/66/PMC3397348.tar.gz,Nutrients. 2012 Jun 7; 4(6):491-505,PMC3397348,2014-02-08 11:42:05,22822448.0,CC BY
489342,oa_package/14/fc/PMC3397349.tar.gz,Nutrients. 2012 Jun 8; 4(6):506-516,PMC3397349,2013-01-16 11:16:07,22822449.0,CC BY
489343,oa_package/34/fa/PMC3397350.tar.gz,Nutrients. 2012 Jun 14; 4(6):517-528,PMC3397350,2013-01-16 14:04:31,22822450.0,CC BY
489344,oa_package/f0/7a/PMC3397351.tar.gz,Nutrients. 2012 Jun 15; 4(6):529-541,PMC3397351,2014-04-18 19:16:37,22822451.0,CC BY
489345,oa_package/57/12/PMC3397352.tar.gz,Nutrients. 2012 Jun 20; 4(6):542-553,PMC3397352,2012-12-21 15:22:42,22822452.0,CC BY
489346,oa_package/1a/ce/PMC3397353.tar.gz,Nutrients. 2012 Jun 20; 4(6):554-567,PMC3397353,2012-12-21 15:22:44,22822453.0,CC BY
489347,oa_package/f9/e1/PMC3397354.tar.gz,Viruses. 2012 May 30; 4(6):924-939,PMC3397354,2013-03-28 10:30:20,22816032.0,CC BY
489348,oa_package/1c/1d/PMC3397355.tar.gz,Viruses. 2012 Jun 5; 4(6):940-953,PMC3397355,2012-12-21 15:35:06,22816033.0,CC BY
489349,oa_package/c5/e0/PMC3397356.tar.gz,Viruses. 2012 Jun 7; 4(6):954-962,PMC3397356,2013-01-16 11:16:07,22816034.0,CC BY
489350,oa_package/28/14/PMC3397357.tar.gz,Viruses. 2012 Jun 8; 4(6):963-979,PMC3397357,2013-01-16 11:16:07,22816035.0,CC BY
489351,oa_package/c6/23/PMC3397358.tar.gz,Viruses. 2012 Jun 19; 4(6):980-1010,PMC3397358,2013-01-16 11:16:07,22816036.0,CC BY
489352,oa_package/fb/8c/PMC3397359.tar.gz,Viruses. 2012 Jun 20; 4(6):1011-1033,PMC3397359,2013-01-16 11:16:07,22816037.0,CC BY
489353,oa_package/18/d1/PMC3397360.tar.gz,Int J Environ Res Public Health. 2012 Jun 25; 9(6):1997-2019,PMC3397360,2013-01-16 14:04:31,22829786.0,CC BY
489354,oa_package/90/20/PMC3397361.tar.gz,Int J Environ Res Public Health. 2012 Jun 25; 9(6):2020-2030,PMC3397361,2013-01-16 11:16:07,22829787.0,CC BY
489355,oa_package/94/78/PMC3397362.tar.gz,Int J Environ Res Public Health. 2012 Jun 25; 9(6):2031-2044,PMC3397362,2013-01-16 11:16:07,22829788.0,CC BY
489356,oa_package/c4/e3/PMC3397363.tar.gz,Int J Environ Res Public Health. 2012 Jun 29; 9(6):2045-2056,PMC3397363,2013-03-28 10:30:20,22829789.0,CC BY
489357,oa_package/5f/2f/PMC3397364.tar.gz,Int J Environ Res Public Health. 2012 Jun 31; 9(6):2057-2074,PMC3397364,2012-12-21 15:17:36,22829790.0,CC BY
489358,oa_package/7f/de/PMC3397365.tar.gz,Int J Environ Res Public Health. 2012 Jun 31; 9(6):2075-2091,PMC3397365,2014-02-09 21:31:09,22829791.0,CC BY
489359,oa_package/bd/30/PMC3397366.tar.gz,Int J Environ Res Public Health. 2012 Jun 1; 9(6):2092-2107,PMC3397366,2013-01-16 11:16:07,22829792.0,CC BY
489360,oa_package/b0/4f/PMC3397367.tar.gz,Int J Environ Res Public Health. 2012 Jun 4; 9(6):2108-2120,PMC3397367,2013-01-16 11:16:07,22829793.0,CC BY
489361,oa_package/b3/42/PMC3397368.tar.gz,Int J Environ Res Public Health. 2012 Jun 5; 9(6):2121-2133,PMC3397368,2015-03-04 11:34:36,22829794.0,CC BY
489362,oa_package/d0/bb/PMC3397369.tar.gz,Int J Environ Res Public Health. 2012 Jun 6; 9(6):2134-2158,PMC3397369,2013-03-28 10:30:20,22829795.0,CC BY
489363,oa_package/d9/52/PMC3397370.tar.gz,Int J Environ Res Public Health. 2012 Jun 7; 9(6):2159-2174,PMC3397370,2015-03-04 11:34:27,22829796.0,CC BY
489364,oa_package/f7/aa/PMC3397371.tar.gz,Int J Environ Res Public Health. 2012 Jun 11; 9(6):2175-2188,PMC3397371,2012-12-21 15:16:53,22829797.0,CC BY
489365,oa_package/08/54/PMC3397372.tar.gz,Int J Environ Res Public Health. 2012 Jun 13; 9(6):2189-2203,PMC3397372,2013-01-16 14:04:31,22829798.0,CC BY
489366,oa_package/55/30/PMC3397373.tar.gz,Int J Environ Res Public Health. 2012 Jun 13; 9(6):2204-2225,PMC3397373,2013-01-16 11:16:07,22829799.0,CC BY
489367,oa_package/02/f8/PMC3397374.tar.gz,Int J Environ Res Public Health. 2012 Jun 14; 9(6):2226-2240,PMC3397374,2013-01-16 11:16:07,22829800.0,CC BY
489368,oa_package/77/22/PMC3397375.tar.gz,Int J Environ Res Public Health. 2012 Jun 18; 9(6):2241-2251,PMC3397375,2013-01-16 11:16:07,22829801.0,CC BY
489369,oa_package/71/1c/PMC3397376.tar.gz,Int J Environ Res Public Health. 2012 Jun 19; 9(6):2252-2265,PMC3397376,2013-01-16 11:16:07,22829802.0,CC BY
489372,oa_package/7e/49/PMC3397387.tar.gz,BMC Health Serv Res. 2011 Dec 21; 11(Suppl 2):S1,PMC3397387,2013-03-28 10:30:20,22376121.0,CC BY
489380,oa_package/5b/df/PMC3397412.tar.gz,Mol Syst Biol. 2012 Jun 26; 8:590,PMC3397412,2013-01-16 11:16:07,22735336.0,CC BY-NC-ND
489382,oa_package/28/06/PMC3397414.tar.gz,Mol Syst Biol. 2012 Jun 26; 8:589,PMC3397414,2013-01-16 11:16:07,22735335.0,CC BY-NC-SA
489383,oa_package/19/5f/PMC3397415.tar.gz,Mol Syst Biol. 2012 Jun 5; 8:586,PMC3397415,2013-01-16 11:16:07,22669614.0,CC BY-NC-SA
489385,oa_package/20/35/PMC3397417.tar.gz,Mol Syst Biol. 2012 Jun 5; 8:587,PMC3397417,2013-11-29 19:18:20,22669615.0,CC BY-NC-ND
489386,oa_package/ba/7c/PMC3397418.tar.gz,Mol Syst Biol. 2012 Jun 26; 8:558,PMC3397418,2013-01-16 11:16:07,22735334.0,CC BY-NC-ND
489388,oa_package/e6/22/PMC3397433.tar.gz,Mar Drugs. 2012 May 25; 10(6):1192-1202,PMC3397433,2014-02-09 21:31:21,22822366.0,CC BY
489389,oa_package/d3/8f/PMC3397434.tar.gz,Mar Drugs. 2012 May 25; 10(6):1203-1211,PMC3397434,2014-01-02 19:13:26,22822367.0,CC BY
489390,oa_package/eb/34/PMC3397435.tar.gz,Mar Drugs. 2012 May 30; 10(6):1212-1224,PMC3397435,2013-01-16 11:16:07,22822368.0,CC BY
489391,oa_package/e2/28/PMC3397436.tar.gz,Mar Drugs. 2012 Jun 4; 10(6):1225-1243,PMC3397436,2014-02-09 21:31:29,22822369.0,CC BY
489392,oa_package/93/3d/PMC3397437.tar.gz,Mar Drugs. 2012 Jun 4; 10(6):1244-1265,PMC3397437,2013-01-16 11:16:07,22822370.0,CC BY
489393,oa_package/34/a9/PMC3397438.tar.gz,Mar Drugs. 2012 Jun 4; 10(6):1266-1287,PMC3397438,2013-01-16 11:16:07,22822371.0,CC BY
489394,oa_package/8f/72/PMC3397439.tar.gz,Mar Drugs. 2012 Jun 6; 10(6):1288-1296,PMC3397439,2013-01-16 11:16:07,22822372.0,CC BY
489395,oa_package/a4/6d/PMC3397440.tar.gz,Mar Drugs. 2012 Jun 7; 10(6):1297-1306,PMC3397440,2012-12-21 15:32:32,22822373.0,CC BY
489396,oa_package/7b/86/PMC3397441.tar.gz,Mar Drugs. 2012 Jun 7; 10(6):1307-1320,PMC3397441,2012-12-21 08:41:29,22822374.0,CC BY
489397,oa_package/3b/b6/PMC3397442.tar.gz,Mar Drugs. 2012 Jun 7; 10(6):1321-1330,PMC3397442,2012-12-21 15:32:33,22822375.0,CC BY
489398,oa_package/7e/d7/PMC3397443.tar.gz,Mar Drugs. 2012 Jun 11; 10(6):1331-1344,PMC3397443,2012-12-21 15:32:36,22822376.0,CC BY
489399,oa_package/dc/ca/PMC3397444.tar.gz,Mar Drugs. 2012 Jun 11; 10(6):1345-1359,PMC3397444,2012-12-21 08:41:29,22822377.0,CC BY
489400,oa_package/ae/6c/PMC3397445.tar.gz,Mar Drugs. 2012 Jun 13; 10(6):1360-1382,PMC3397445,2013-01-16 14:04:31,22822378.0,CC BY
489401,oa_package/4b/bc/PMC3397446.tar.gz,Mar Drugs. 2012 Jun 14; 10(6):1383-1390,PMC3397446,2012-12-21 15:33:04,22822379.0,CC BY
489402,oa_package/71/55/PMC3397447.tar.gz,Mar Drugs. 2012 Jun 18; 10(6):1391-1399,PMC3397447,2013-01-16 11:16:07,22822380.0,CC BY
489403,oa_package/f6/94/PMC3397448.tar.gz,Mar Drugs. 2012 Jun 20; 10(6):1400-1411,PMC3397448,2013-03-28 10:30:21,22822381.0,CC BY
489404,oa_package/04/d3/PMC3397449.tar.gz,Mar Drugs. 2012 Jun 20; 10(6):1412-1421,PMC3397449,2013-01-16 11:16:07,22822382.0,CC BY
489405,oa_package/c0/b1/PMC3397450.tar.gz,Mar Drugs. 2012 May 23; 10(5):1180-1191,PMC3397450,2013-01-16 11:16:07,22822365.0,CC BY
489406,oa_package/5c/39/PMC3397451.tar.gz,Mar Drugs. 2012 May 9; 10(5):1044-1065,PMC3397451,2013-03-28 10:30:21,22822356.0,CC BY
489407,oa_package/77/5e/PMC3397452.tar.gz,Mar Drugs. 2012 May 23; 10(5):1126-1137,PMC3397452,2012-07-24 21:17:12,22822361.0,CC BY
489408,oa_package/ca/e5/PMC3397453.tar.gz,Mar Drugs. 2012 May 23; 10(5):1169-1179,PMC3397453,2012-07-24 21:22:00,22822364.0,CC BY
489409,oa_package/e5/fb/PMC3397454.tar.gz,Mar Drugs. 2012 Apr 26; 10(5):963-986,PMC3397454,2014-04-15 14:19:24,22822350.0,CC BY
489410,oa_package/64/f0/PMC3397455.tar.gz,Mar Drugs. 2012 May 18; 10(5):1081-1091,PMC3397455,2012-07-24 21:22:01,22822358.0,CC BY
489411,oa_package/58/21/PMC3397456.tar.gz,Mar Drugs. 2012 Apr 27; 10(5):998-1018,PMC3397456,2013-01-16 11:16:07,22822352.0,CC BY
489412,oa_package/ec/b4/PMC3397457.tar.gz,Mar Drugs. 2012 May 23; 10(5):1138-1155,PMC3397457,2013-01-16 11:16:07,22822362.0,CC BY
489413,oa_package/88/fe/PMC3397458.tar.gz,Mar Drugs. 2012 May 23; 10(5):1156-1168,PMC3397458,2013-01-16 11:16:07,22822363.0,CC BY
489414,oa_package/93/5c/PMC3397459.tar.gz,Mar Drugs. 2012 May 22; 10(5):1103-1125,PMC3397459,2013-01-16 11:16:07,22822360.0,CC BY
489415,oa_package/0d/59/PMC3397460.tar.gz,Mar Drugs. 2012 May 7; 10(5):1037-1043,PMC3397460,2012-07-24 21:17:21,22822355.0,CC BY
489416,oa_package/af/76/PMC3397461.tar.gz,Mar Drugs. 2012 Apr 27; 10(5):987-997,PMC3397461,2013-01-16 11:16:07,22822351.0,CC BY
489417,oa_package/0c/d9/PMC3397462.tar.gz,Mar Drugs. 2012 May 18; 10(5):1066-1080,PMC3397462,2015-12-17 17:14:02,22822357.0,CC BY
489418,oa_package/8b/58/PMC3397463.tar.gz,Mar Drugs. 2012 May 2; 10(5):1019-1026,PMC3397463,2013-03-28 10:30:21,22822353.0,CC BY
489419,oa_package/b4/13/PMC3397464.tar.gz,Mar Drugs. 2012 May 7; 10(5):1027-1036,PMC3397464,2012-07-24 21:17:59,22822354.0,CC BY
489420,oa_package/65/a9/PMC3397465.tar.gz,Mar Drugs. 2012 May 21; 10(5):1092-1102,PMC3397465,2013-01-16 11:16:07,22822359.0,CC BY
489516,oa_package/2f/1d/PMC3397799.tar.gz,PLoS One. 2012 Jul 10; 7(7):e40476,PMC3397799,2018-03-29 23:47:53,22811761.0,CC BY
489532,oa_package/59/81/PMC3397933.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41070,PMC3397933,2018-03-29 23:48:05,22815918.0,CC BY
489536,oa_package/e6/01/PMC3397937.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41069,PMC3397937,2018-03-29 23:48:08,22815917.0,CC0
489549,oa_package/ee/98/PMC3397950.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41060,PMC3397950,2018-03-29 23:48:29,22815913.0,CC BY
489550,oa_package/5f/a9/PMC3397951.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41066,PMC3397951,2018-03-29 23:48:25,22815916.0,CC BY
489555,oa_package/93/53/PMC3397956.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41064,PMC3397956,2018-03-29 23:48:35,22815915.0,CC BY
489557,oa_package/04/e5/PMC3397958.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41113,PMC3397958,2018-03-16 13:40:26,22815933.0,CC BY
489559,oa_package/9e/34/PMC3397960.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41073,PMC3397960,2018-03-29 23:48:37,22815920.0,CC BY
489566,oa_package/de/5d/PMC3397967.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40944,PMC3397967,2018-03-29 23:48:48,22815875.0,CC BY
489567,oa_package/f4/62/PMC3397968.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41012,PMC3397968,2018-03-29 23:48:49,22815898.0,CC BY
489568,oa_package/c4/18/PMC3397969.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40976,PMC3397969,2018-03-16 13:41:55,22815884.0,CC BY
489569,oa_package/f0/67/PMC3397970.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41046,PMC3397970,2018-03-29 23:48:54,22815906.0,CC BY
489570,oa_package/7d/89/PMC3397971.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41136,PMC3397971,2018-03-16 13:41:50,22815942.0,CC BY
489571,oa_package/12/e2/PMC3397972.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40953,PMC3397972,2018-03-29 23:48:56,22815876.0,CC BY
489573,oa_package/4b/3c/PMC3397974.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41182,PMC3397974,2018-03-16 13:42:28,22815961.0,CC BY
489576,oa_package/bc/bd/PMC3397977.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41091,PMC3397977,2018-03-29 23:48:58,22815928.0,CC BY
489578,oa_package/89/a7/PMC3397979.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40993,PMC3397979,2018-03-29 23:49:03,22815889.0,CC BY
489580,oa_package/c7/a5/PMC3397981.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40998,PMC3397981,2018-03-29 23:49:05,22815892.0,CC BY
489581,oa_package/e5/6c/PMC3397982.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41157,PMC3397982,2018-03-29 23:49:05,22815951.0,CC BY
489582,oa_package/68/26/PMC3397983.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40982,PMC3397983,2018-03-29 23:49:07,22815886.0,CC BY
489584,oa_package/6c/ad/PMC3397985.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41014,PMC3397985,2018-03-29 23:49:10,22815899.0,CC BY
489590,oa_package/6d/61/PMC3397991.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41154,PMC3397991,2018-03-14 13:27:03,22815949.0,CC BY
489591,oa_package/19/8f/PMC3397992.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40996,PMC3397992,2018-03-29 23:49:19,22815890.0,CC BY
489593,oa_package/36/22/PMC3397994.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40981,PMC3397994,2018-03-29 23:49:24,22815885.0,CC BY
489594,oa_package/ad/d7/PMC3397995.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41241,PMC3397995,2018-03-16 13:44:14,22815979.0,CC BY
489595,oa_package/e1/f5/PMC3397996.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41028,PMC3397996,2018-03-29 23:49:26,22815901.0,CC BY
489596,oa_package/98/e0/PMC3397997.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40997,PMC3397997,2018-03-29 23:49:31,22815891.0,CC BY
489597,oa_package/e4/2f/PMC3397998.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40957,PMC3397998,2018-03-29 23:49:31,22815878.0,CC BY
489598,oa_package/8c/de/PMC3397999.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41161,PMC3397999,2018-03-16 13:44:12,22815954.0,CC BY
489602,oa_package/3a/b5/PMC3398003.tar.gz,PLoS One. 2012 Jul 16; 7(7):e41050,PMC3398003,2018-03-16 13:44:51,22815909.0,CC BY
489603,oa_package/27/5d/PMC3398004.tar.gz,PLoS One. 2012 Jul 16; 7(7):e40969,PMC3398004,2018-03-29 23:49:48,22815881.0,CC BY
489659,oa_package/cd/cb/PMC3398067.tar.gz,Nephrol Dial Transplant. 2012 Jul; 27(7):2673-2685,PMC3398067,2013-04-05 11:47:34,22802583.0,CC BY-NC
489716,oa_package/1b/8e/PMC3398144.tar.gz,Genes Chromosomes Cancer. 2012 Sep 14; 51(9):819-831,PMC3398144,2013-01-16 11:20:07,22585707.0,CC BY
489731,oa_package/f7/85/PMC3398249.tar.gz,Tech Coloproctol. 2012 Aug 16; 16(4):309-314,PMC3398249,2013-03-28 10:30:27,22706733.0,NO-CC CODE
489732,oa_package/a6/ff/PMC3398250.tar.gz,Tech Coloproctol. 2012 Aug 6; 16(4):271-276,PMC3398250,2013-03-28 10:30:27,22669482.0,NO-CC CODE
489733,oa_package/bb/b6/PMC3398251.tar.gz,Inflammopharmacology. 2012 Aug 29; 20(4):233-242,PMC3398251,2013-01-16 11:16:07,22287037.0,NO-CC CODE
489734,oa_package/2c/8b/PMC3398252.tar.gz,Inflammopharmacology. 2012 Aug 5; 20(4):225-231,PMC3398252,2012-07-23 20:21:10,22057729.0,NO-CC CODE
